conv_idx,condition,subject,topic,partner_name
809,human,s021,networks,Rebecca
810,human,s021,empathy,Gregory
811,ai,s021,mentorship,GPT-4
812,human,s021,exercise,Rebecca
813,ai,s021,books,ChatGPT
814,ai,s021,art,GPT-4
815,human,s021,sports,Gregory
816,ai,s021,cultural_celebrations,GPT-4
817,human,s021,cooking,Rebecca
818,ai,s021,architecture,ChatGPT
819,human,s021,love,Gregory
820,human,s021,music,Gregory
821,human,s021,trust,Rebecca
822,ai,s021,movies,GPT-4
823,ai,s021,loneliness,ChatGPT
824,ai,s021,seasons,GPT-4
825,ai,s021,technology,ChatGPT
826,human,s021,forgiveness,Gregory
827,human,s021,teamwork,Rebecca
828,ai,s021,work_life,ChatGPT
829,human,s021,travel,Gregory
830,human,s021,podcasts,Rebecca
831,ai,s021,communication,GPT-4
832,ai,s021,gardening,ChatGPT
833,human,s021,weather,Gregory
834,ai,s021,fashion,GPT-4
835,human,s021,goals,Rebecca
836,human,s021,family,Gregory
837,ai,s021,boundaries,GPT-4
838,human,s021,food,Rebecca
839,ai,s021,social_media,ChatGPT
840,ai,s022,friendship,GPT-4
841,human,s022,conflict,Gregory
842,ai,s022,hobbies,ChatGPT
843,human,s022,cars,Rebecca
844,ai,s022,photography,ChatGPT
845,human,s022,space,Gregory
846,human,s022,childhood_memories,Rebecca
847,ai,s022,nature,GPT-4
848,human,s022,networks,Rebecca
849,human,s022,mentorship,Gregory
850,ai,s022,empathy,ChatGPT
851,ai,s022,role_models,GPT-4
852,human,s022,art,Rebecca
853,ai,s022,exercise,ChatGPT
854,human,s022,books,Gregory
855,ai,s022,sports,GPT-4
856,ai,s022,loneliness,ChatGPT
857,ai,s022,cultural_celebrations,GPT-4
858,human,s022,love,Gregory
859,human,s022,trust,Rebecca
860,human,s022,architecture,Rebecca
861,human,s022,music,Gregory
862,ai,s022,cooking,GPT-4
863,ai,s022,movies,ChatGPT
864,ai,s022,communication,ChatGPT
865,ai,s022,seasons,GPT-4
866,human,s022,forgiveness,Rebecca
867,human,s022,travel,Gregory
868,human,s022,podcasts,Rebecca
869,human,s022,teamwork,Gregory
870,ai,s022,work_life,GPT-4
871,ai,s022,technology,ChatGPT
872,human,s022,weather,Rebecca
873,ai,s022,boundaries,GPT-4
874,human,s022,gardening,Gregory
875,ai,s022,food,ChatGPT
876,human,s022,goals,Gregory
877,human,s022,family,Rebecca
878,ai,s022,fashion,GPT-4
879,ai,s022,social_media,ChatGPT
880,ai,s023,hobbies,ChatGPT
881,ai,s023,cars,GPT-4
882,human,s023,friendship,Rebecca
883,human,s023,childhood_memories,Gregory
884,human,s023,space,Gregory
885,ai,s023,photography,ChatGPT
886,human,s023,nature,Rebecca
887,ai,s023,conflict,GPT-4
888,ai,s023,mentorship,GPT-4
889,human,s023,empathy,Rebecca
890,human,s023,networks,Gregory
891,ai,s023,role_models,ChatGPT
892,ai,s023,exercise,GPT-4
893,human,s023,books,Rebecca
894,ai,s023,art,ChatGPT
895,human,s023,sports,Gregory
896,ai,s023,cooking,GPT-4
897,human,s023,architecture,Rebecca
898,ai,s023,movies,ChatGPT
899,human,s023,love,Gregory
900,ai,s023,cultural_celebrations,GPT-4
901,human,s023,music,Gregory
902,human,s023,trust,Rebecca
903,ai,s023,loneliness,ChatGPT
904,human,s023,work_life,Rebecca
905,ai,s023,technology,GPT-4
906,ai,s023,podcasts,ChatGPT
907,human,s023,communication,Gregory
908,ai,s023,forgiveness,GPT-4
909,ai,s023,teamwork,ChatGPT
910,human,s023,travel,Gregory
911,human,s023,seasons,Rebecca
912,human,s023,social_media,Gregory
913,ai,s023,family,ChatGPT
914,ai,s023,boundaries,GPT-4
915,human,s023,goals,Rebecca
916,human,s023,weather,Gregory
917,ai,s023,food,ChatGPT
918,ai,s023,fashion,GPT-4
919,human,s023,gardening,Rebecca
920,human,s024,space,Rebecca
921,human,s024,childhood_memories,Gregory
922,ai,s024,conflict,GPT-4
923,ai,s024,friendship,ChatGPT
924,human,s024,cars,Gregory
925,human,s024,hobbies,Rebecca
926,ai,s024,photography,GPT-4
927,ai,s024,nature,ChatGPT
928,human,s024,books,Rebecca
929,human,s024,sports,Gregory
930,ai,s024,art,ChatGPT
931,ai,s024,networks,GPT-4
932,human,s024,role_models,Gregory
933,human,s024,empathy,Rebecca
934,ai,s024,mentorship,ChatGPT
935,ai,s024,exercise,GPT-4
936,human,s024,music,Rebecca
937,ai,s024,cultural_celebrations,ChatGPT
938,human,s024,cooking,Gregory
939,ai,s024,movies,GPT-4
940,human,s024,love,Gregory
941,human,s024,trust,Rebecca
942,ai,s024,loneliness,GPT-4
943,ai,s024,architecture,ChatGPT
944,ai,s024,forgiveness,ChatGPT
945,human,s024,podcasts,Gregory
946,ai,s024,work_life,GPT-4
947,human,s024,communication,Rebecca
948,ai,s024,seasons,GPT-4
949,human,s024,travel,Rebecca
950,human,s024,teamwork,Gregory
951,ai,s024,technology,ChatGPT
952,ai,s024,gardening,GPT-4
953,human,s024,goals,Rebecca
954,human,s024,food,Gregory
955,ai,s024,fashion,ChatGPT
956,ai,s024,boundaries,ChatGPT
957,human,s024,social_media,Gregory
958,ai,s024,family,GPT-4
959,human,s024,weather,Rebecca
960,ai,s025,conflict,ChatGPT
961,human,s025,cars,Gregory
962,ai,s025,space,GPT-4
963,human,s025,friendship,Rebecca
964,human,s025,photography,Rebecca
965,ai,s025,hobbies,GPT-4
966,ai,s025,nature,ChatGPT
967,human,s025,childhood_memories,Gregory
968,ai,s025,books,ChatGPT
969,human,s025,networks,Rebecca
970,human,s025,role_models,Gregory
971,ai,s025,mentorship,GPT-4
972,human,s025,exercise,Rebecca
973,ai,s025,empathy,ChatGPT
974,human,s025,sports,Gregory
975,ai,s025,art,GPT-4
976,ai,s025,architecture,GPT-4
977,human,s025,trust,Rebecca
978,ai,s025,loneliness,ChatGPT
979,human,s025,cooking,Gregory
980,human,s025,movies,Rebecca
981,ai,s025,love,GPT-4
982,human,s025,cultural_celebrations,Gregory
983,ai,s025,music,ChatGPT
984,human,s025,technology,Rebecca
985,human,s025,travel,Gregory
986,ai,s025,podcasts,GPT-4
987,ai,s025,teamwork,ChatGPT
988,human,s025,communication,Rebecca
989,human,s025,work_life,Gregory
990,ai,s025,seasons,ChatGPT
991,ai,s025,forgiveness,GPT-4
992,human,s025,family,Gregory
993,human,s025,food,Rebecca
994,ai,s025,gardening,ChatGPT
995,ai,s025,boundaries,GPT-4
996,ai,s025,goals,ChatGPT
997,ai,s025,fashion,GPT-4
998,human,s025,weather,Gregory
999,human,s025,social_media,Rebecca
1000,human,s026,photography,Gregory
1001,human,s026,childhood_memories,Rebecca
1002,ai,s026,nature,ChatGPT
1003,ai,s026,cars,GPT-4
1004,ai,s026,friendship,ChatGPT
1005,human,s026,space,Rebecca
1006,human,s026,hobbies,Gregory
1007,ai,s026,conflict,GPT-4
1008,ai,s026,books,ChatGPT
1009,ai,s026,art,GPT-4
1010,human,s026,exercise,Rebecca
1011,human,s026,sports,Gregory
1012,ai,s026,networks,GPT-4
1013,human,s026,empathy,Rebecca
1014,ai,s026,role_models,ChatGPT
1015,human,s026,mentorship,Gregory
1016,human,s026,trust,Gregory
1017,human,s026,movies,Rebecca
1018,ai,s026,love,ChatGPT
1019,ai,s026,loneliness,GPT-4
1020,human,s026,cultural_celebrations,Rebecca
1021,ai,s026,architecture,GPT-4
1022,human,s026,cooking,Gregory
1023,ai,s026,music,ChatGPT
1024,ai,s026,travel,ChatGPT
1025,human,s026,technology,Rebecca
1026,human,s026,forgiveness,Gregory
1027,ai,s026,seasons,GPT-4
1028,ai,s026,teamwork,ChatGPT
1029,human,s026,work_life,Rebecca
1030,human,s026,podcasts,Gregory
1031,ai,s026,communication,GPT-4
1032,human,s026,fashion,Rebecca
1033,human,s026,goals,Gregory
1034,ai,s026,family,ChatGPT
1035,ai,s026,food,GPT-4
1036,ai,s026,weather,ChatGPT
1037,ai,s026,boundaries,GPT-4
1038,human,s026,social_media,Rebecca
1039,human,s026,gardening,Gregory
1040,ai,s027,nature,GPT-4
1041,ai,s027,photography,ChatGPT
1042,human,s027,cars,Gregory
1043,human,s027,childhood_memories,Rebecca
1044,human,s027,friendship,Gregory
1045,ai,s027,hobbies,GPT-4
1046,human,s027,space,Rebecca
1047,ai,s027,conflict,ChatGPT
1048,ai,s027,mentorship,GPT-4
1049,ai,s027,sports,ChatGPT
1050,human,s027,networks,Gregory
1051,human,s027,empathy,Rebecca
1052,ai,s027,role_models,ChatGPT
1053,human,s027,art,Rebecca
1054,ai,s027,books,GPT-4
1055,human,s027,exercise,Gregory
1056,ai,s027,cooking,GPT-4
1057,ai,s027,love,ChatGPT
1058,human,s027,architecture,Gregory
1059,human,s027,movies,Rebecca
1060,ai,s027,loneliness,GPT-4
1061,human,s027,cultural_celebrations,Gregory
1062,human,s027,trust,Rebecca
1063,ai,s027,music,ChatGPT
1064,human,s027,communication,Gregory
1065,human,s027,technology,Rebecca
1066,ai,s027,work_life,ChatGPT
1067,ai,s027,teamwork,GPT-4
1068,ai,s027,travel,ChatGPT
1069,human,s027,seasons,Gregory
1070,ai,s027,podcasts,GPT-4
1071,human,s027,forgiveness,Rebecca
1072,human,s027,fashion,Rebecca
1073,ai,s027,food,ChatGPT
1074,human,s027,gardening,Gregory
1075,ai,s027,weather,GPT-4
1076,human,s027,social_media,Rebecca
1077,ai,s027,goals,ChatGPT
1078,human,s027,family,Gregory
1079,ai,s027,boundaries,GPT-4
1080,human,s028,conflict,Gregory
1081,human,s028,photography,Rebecca
1082,ai,s028,nature,GPT-4
1083,ai,s028,hobbies,ChatGPT
1084,human,s028,cars,Gregory
1085,ai,s028,space,ChatGPT
1086,ai,s028,friendship,GPT-4
1087,human,s028,childhood_memories,Rebecca
1088,human,s028,exercise,Gregory
1089,human,s028,mentorship,Rebecca
1090,ai,s028,empathy,ChatGPT
1091,ai,s028,sports,GPT-4
1092,ai,s028,role_models,GPT-4
1093,ai,s028,art,ChatGPT
1094,human,s028,networks,Gregory
1095,human,s028,books,Rebecca
1096,ai,s028,architecture,GPT-4
1097,human,s028,trust,Rebecca
1098,ai,s028,cooking,ChatGPT
1099,human,s028,music,Gregory
1100,ai,s028,cultural_celebrations,GPT-4
1101,ai,s028,love,ChatGPT
1102,human,s028,movies,Rebecca
1103,human,s028,loneliness,Gregory
1104,human,s028,work_life,Rebecca
1105,ai,s028,technology,GPT-4
1106,human,s028,teamwork,Gregory
1107,ai,s028,podcasts,ChatGPT
1108,human,s028,travel,Gregory
1109,ai,s028,communication,ChatGPT
1110,human,s028,seasons,Rebecca
1111,ai,s028,forgiveness,GPT-4
1112,human,s028,family,Gregory
1113,ai,s028,food,ChatGPT
1114,human,s028,gardening,Rebecca
1115,ai,s028,social_media,GPT-4
1116,ai,s028,goals,ChatGPT
1117,human,s028,boundaries,Rebecca
1118,ai,s028,weather,GPT-4
1119,human,s028,fashion,Gregory
1120,human,s029,friendship,Rebecca
1121,ai,s029,conflict,ChatGPT
1122,ai,s029,hobbies,GPT-4
1123,human,s029,childhood_memories,Gregory
1124,human,s029,nature,Gregory
1125,human,s029,cars,Rebecca
1126,ai,s029,photography,ChatGPT
1127,ai,s029,space,GPT-4
1128,human,s029,books,Gregory
1129,ai,s029,exercise,GPT-4
1130,human,s029,role_models,Rebecca
1131,ai,s029,networks,ChatGPT
1132,ai,s029,mentorship,GPT-4
1133,human,s029,sports,Rebecca
1134,ai,s029,art,ChatGPT
1135,human,s029,empathy,Gregory
1136,ai,s029,cultural_celebrations,ChatGPT
1137,human,s029,movies,Rebecca
1138,ai,s029,architecture,GPT-4
1139,human,s029,cooking,Gregory
1140,ai,s029,music,ChatGPT
1141,human,s029,loneliness,Rebecca
1142,human,s029,love,Gregory
1143,ai,s029,trust,GPT-4
1144,human,s029,travel,Gregory
1145,human,s029,work_life,Rebecca
1146,ai,s029,teamwork,GPT-4
1147,ai,s029,communication,ChatGPT
1148,human,s029,podcasts,Rebecca
1149,human,s029,forgiveness,Gregory
1150,ai,s029,technology,ChatGPT
1151,ai,s029,seasons,GPT-4
1152,human,s029,boundaries,Gregory
1153,ai,s029,social_media,ChatGPT
1154,human,s029,family,Rebecca
1155,ai,s029,gardening,GPT-4
1156,human,s029,weather,Rebecca
1157,human,s029,food,Gregory
1158,ai,s029,goals,GPT-4
1159,ai,s029,fashion,ChatGPT
1160,human,s030,nature,Rebecca
1161,ai,s030,cars,ChatGPT
1162,ai,s030,hobbies,GPT-4
1163,human,s030,childhood_memories,Gregory
1164,ai,s030,photography,GPT-4
1165,human,s030,space,Gregory
1166,ai,s030,conflict,ChatGPT
1167,human,s030,friendship,Rebecca
1168,human,s030,role_models,Gregory
1169,ai,s030,mentorship,GPT-4
1170,human,s030,art,Rebecca
1171,ai,s030,networks,ChatGPT
1172,human,s030,sports,Gregory
1173,human,s030,empathy,Rebecca
1174,ai,s030,books,GPT-4
1175,ai,s030,exercise,ChatGPT
1176,ai,s030,movies,ChatGPT
1177,human,s030,love,Gregory
1178,human,s030,trust,Rebecca
1179,ai,s030,architecture,GPT-4
1180,ai,s030,cultural_celebrations,ChatGPT
1181,ai,s030,loneliness,GPT-4
1182,human,s030,music,Rebecca
1183,human,s030,cooking,Gregory
1184,human,s030,seasons,Gregory
1185,human,s030,technology,Rebecca
1186,ai,s030,teamwork,ChatGPT
1187,ai,s030,podcasts,GPT-4
1188,human,s030,communication,Rebecca
1189,ai,s030,travel,ChatGPT
1190,ai,s030,work_life,GPT-4
1191,human,s030,forgiveness,Gregory
1192,human,s030,social_media,Gregory
1193,human,s030,boundaries,Rebecca
1194,ai,s030,family,GPT-4
1195,ai,s030,gardening,ChatGPT
1196,ai,s030,food,GPT-4
1197,ai,s030,goals,ChatGPT
1198,human,s030,fashion,Rebecca
1199,human,s030,weather,Gregory
1200,ai,s031,friendship,GPT-4
1201,human,s031,cars,Gregory
1202,human,s031,space,Rebecca
1203,ai,s031,photography,ChatGPT
1204,ai,s031,childhood_memories,ChatGPT
1205,ai,s031,nature,GPT-4
1206,human,s031,conflict,Gregory
1207,human,s031,hobbies,Rebecca
1208,human,s031,empathy,Rebecca
1209,ai,s031,art,GPT-4
1210,ai,s031,mentorship,ChatGPT
1211,human,s031,sports,Gregory
1212,ai,s031,role_models,GPT-4
1213,human,s031,exercise,Rebecca
1214,ai,s031,books,ChatGPT
1215,human,s031,networks,Gregory
1216,human,s031,architecture,Gregory
1217,human,s031,music,Rebecca
1218,ai,s031,cooking,GPT-4
1219,ai,s031,movies,ChatGPT
1220,human,s031,love,Rebecca
1221,ai,s031,loneliness,ChatGPT
1222,ai,s031,cultural_celebrations,GPT-4
1223,human,s031,trust,Gregory
1224,human,s031,seasons,Gregory
1225,ai,s031,technology,GPT-4
1226,human,s031,travel,Rebecca
1227,ai,s031,podcasts,ChatGPT
1228,ai,s031,teamwork,GPT-4
1229,human,s031,work_life,Rebecca
1230,human,s031,communication,Gregory
1231,ai,s031,forgiveness,ChatGPT
1232,human,s031,gardening,Gregory
1233,ai,s031,social_media,ChatGPT
1234,human,s031,fashion,Rebecca
1235,ai,s031,food,GPT-4
1236,ai,s031,weather,ChatGPT
1237,ai,s031,goals,GPT-4
1238,human,s031,family,Rebecca
1239,human,s031,boundaries,Gregory
1240,human,s032,hobbies,Gregory
1241,ai,s032,space,ChatGPT
1242,ai,s032,childhood_memories,GPT-4
1243,human,s032,friendship,Rebecca
1244,ai,s032,conflict,ChatGPT
1245,human,s032,cars,Rebecca
1246,human,s032,photography,Gregory
1247,ai,s032,nature,GPT-4
1248,ai,s032,exercise,ChatGPT
1249,ai,s032,art,GPT-4
1250,human,s032,empathy,Gregory
1251,human,s032,networks,Rebecca
1252,ai,s032,mentorship,ChatGPT
1253,ai,s032,role_models,GPT-4
1254,human,s032,sports,Gregory
1255,human,s032,books,Rebecca
1256,ai,s032,music,GPT-4
1257,ai,s032,cooking,ChatGPT
1258,human,s032,architecture,Rebecca
1259,human,s032,love,Gregory
1260,ai,s032,trust,GPT-4
1261,ai,s032,cultural_celebrations,ChatGPT
1262,human,s032,movies,Gregory
1263,human,s032,loneliness,Rebecca
1264,human,s032,technology,Rebecca
1265,ai,s032,forgiveness,ChatGPT
1266,ai,s032,communication,GPT-4
1267,human,s032,work_life,Gregory
1268,ai,s032,seasons,GPT-4
1269,human,s032,travel,Gregory
1270,human,s032,teamwork,Rebecca
1271,ai,s032,podcasts,ChatGPT
1272,human,s032,boundaries,Rebecca
1273,ai,s032,social_media,ChatGPT
1274,ai,s032,family,GPT-4
1275,human,s032,goals,Gregory
1276,ai,s032,gardening,ChatGPT
1277,human,s032,weather,Gregory
1278,human,s032,food,Rebecca
1279,ai,s032,fashion,GPT-4
1280,human,s033,nature,Gregory
1281,ai,s033,childhood_memories,ChatGPT
1282,human,s033,conflict,Rebecca
1283,ai,s033,hobbies,GPT-4
1284,human,s033,photography,Rebecca
1285,ai,s033,cars,ChatGPT
1286,human,s033,friendship,Gregory
1287,ai,s033,space,GPT-4
1288,ai,s033,role_models,GPT-4
1289,ai,s033,art,ChatGPT
1290,human,s033,exercise,Rebecca
1291,human,s033,books,Gregory
1292,ai,s033,sports,GPT-4
1293,human,s033,empathy,Rebecca
1294,ai,s033,mentorship,ChatGPT
1295,human,s033,networks,Gregory
1296,human,s033,trust,Gregory
1297,human,s033,movies,Rebecca
1298,ai,s033,loneliness,GPT-4
1299,ai,s033,cooking,ChatGPT
1300,ai,s033,love,ChatGPT
1301,ai,s033,architecture,GPT-4
1302,human,s033,music,Gregory
1303,human,s033,cultural_celebrations,Rebecca
1304,ai,s033,travel,ChatGPT
1305,human,s033,communication,Gregory
1306,ai,s033,teamwork,GPT-4
1307,human,s033,seasons,Rebecca
1308,ai,s033,forgiveness,ChatGPT
1309,human,s033,podcasts,Gregory
1310,ai,s033,technology,GPT-4
1311,human,s033,work_life,Rebecca
1312,human,s033,social_media,Rebecca
1313,ai,s033,gardening,GPT-4
1314,human,s033,food,Gregory
1315,ai,s033,family,ChatGPT
1316,human,s033,boundaries,Gregory
1317,ai,s033,weather,ChatGPT
1318,human,s033,fashion,Rebecca
1319,ai,s033,goals,GPT-4
1320,ai,s034,nature,ChatGPT
1321,human,s034,conflict,Rebecca
1322,ai,s034,hobbies,GPT-4
1323,human,s034,childhood_memories,Gregory
1324,ai,s034,photography,GPT-4
1325,human,s034,cars,Rebecca
1326,ai,s034,friendship,ChatGPT
1327,human,s034,space,Gregory
1328,human,s034,sports,Rebecca
1329,ai,s034,books,GPT-4
1330,human,s034,exercise,Gregory
1331,ai,s034,mentorship,ChatGPT
1332,human,s034,empathy,Gregory
1333,human,s034,networks,Rebecca
1334,ai,s034,art,ChatGPT
1335,ai,s034,role_models,GPT-4
1336,human,s034,music,Gregory
1337,human,s034,cultural_celebrations,Rebecca
1338,ai,s034,movies,GPT-4
1339,ai,s034,cooking,ChatGPT
1340,ai,s034,love,ChatGPT
1341,human,s034,loneliness,Gregory
1342,ai,s034,trust,GPT-4
1343,human,s034,architecture,Rebecca
1344,ai,s034,forgiveness,ChatGPT
1345,human,s034,work_life,Rebecca
1346,ai,s034,teamwork,GPT-4
1347,human,s034,communication,Gregory
1348,human,s034,podcasts,Rebecca
1349,ai,s034,seasons,ChatGPT
1350,human,s034,technology,Gregory
1351,ai,s034,travel,GPT-4
1352,ai,s034,family,GPT-4
1353,ai,s034,goals,ChatGPT
1354,human,s034,weather,Rebecca
1355,human,s034,fashion,Gregory
1356,ai,s034,food,GPT-4
1357,human,s034,boundaries,Rebecca
1358,human,s034,social_media,Gregory
1359,ai,s034,gardening,ChatGPT
1360,ai,s035,friendship,ChatGPT
1361,human,s035,hobbies,Rebecca
1362,ai,s035,childhood_memories,GPT-4
1363,human,s035,conflict,Gregory
1364,ai,s035,nature,ChatGPT
1365,human,s035,cars,Rebecca
1366,ai,s035,photography,GPT-4
1367,human,s035,space,Gregory
1368,human,s035,sports,Rebecca
1369,human,s035,empathy,Gregory
1370,ai,s035,exercise,ChatGPT
1371,ai,s035,networks,GPT-4
1372,human,s035,books,Gregory
1373,ai,s035,art,GPT-4
1374,human,s035,role_models,Rebecca
1375,ai,s035,mentorship,ChatGPT
1376,ai,s035,architecture,ChatGPT
1377,human,s035,movies,Gregory
1378,human,s035,music,Rebecca
1379,ai,s035,cooking,GPT-4
1380,ai,s035,loneliness,GPT-4
1381,human,s035,cultural_celebrations,Gregory
1382,ai,s035,trust,ChatGPT
1383,human,s035,love,Rebecca
1384,human,s035,communication,Rebecca
1385,ai,s035,forgiveness,ChatGPT
1386,ai,s035,podcasts,GPT-4
1387,human,s035,technology,Gregory
1388,human,s035,travel,Rebecca
1389,human,s035,work_life,Gregory
1390,ai,s035,teamwork,GPT-4
1391,ai,s035,seasons,ChatGPT
1392,ai,s035,goals,ChatGPT
1393,ai,s035,gardening,GPT-4
1394,human,s035,weather,Gregory
1395,human,s035,social_media,Rebecca
1396,human,s035,fashion,Rebecca
1397,human,s035,boundaries,Gregory
1398,ai,s035,family,GPT-4
1399,ai,s035,food,ChatGPT
1400,ai,s036,cars,ChatGPT
1401,ai,s036,space,GPT-4
1402,human,s036,friendship,Gregory
1403,human,s036,conflict,Rebecca
1404,ai,s036,hobbies,GPT-4
1405,human,s036,photography,Rebecca
1406,ai,s036,childhood_memories,ChatGPT
1407,human,s036,nature,Gregory
1408,ai,s036,exercise,ChatGPT
1409,ai,s036,networks,GPT-4
1410,human,s036,books,Gregory
1411,human,s036,art,Rebecca
1412,ai,s036,sports,GPT-4
1413,ai,s036,role_models,ChatGPT
1414,human,s036,mentorship,Rebecca
1415,human,s036,empathy,Gregory
1416,ai,s036,trust,ChatGPT
1417,human,s036,movies,Rebecca
1418,ai,s036,cooking,GPT-4
1419,human,s036,love,Gregory
1420,ai,s036,music,ChatGPT
1421,human,s036,loneliness,Rebecca
1422,ai,s036,cultural_celebrations,GPT-4
1423,human,s036,architecture,Gregory
1424,human,s036,work_life,Gregory
1425,ai,s036,travel,ChatGPT
1426,ai,s036,seasons,GPT-4
1427,human,s036,forgiveness,Rebecca
1428,ai,s036,teamwork,GPT-4
1429,human,s036,podcasts,Rebecca
1430,ai,s036,communication,ChatGPT
1431,human,s036,technology,Gregory
1432,ai,s036,weather,GPT-4
1433,human,s036,boundaries,Rebecca
1434,ai,s036,goals,ChatGPT
1435,human,s036,family,Gregory
1436,ai,s036,social_media,GPT-4
1437,ai,s036,fashion,ChatGPT
1438,human,s036,gardening,Rebecca
1439,human,s036,food,Gregory
1440,human,s037,photography,Gregory
1441,ai,s037,space,ChatGPT
1442,ai,s037,nature,GPT-4
1443,human,s037,cars,Rebecca
1444,human,s037,friendship,Gregory
1445,ai,s037,conflict,ChatGPT
1446,human,s037,hobbies,Rebecca
1447,ai,s037,childhood_memories,GPT-4
1448,human,s037,art,Gregory
1449,human,s037,empathy,Rebecca
1450,ai,s037,mentorship,ChatGPT
1451,ai,s037,books,GPT-4
1452,human,s037,exercise,Rebecca
1453,human,s037,networks,Gregory
1454,ai,s037,sports,ChatGPT
1455,ai,s037,role_models,GPT-4
1456,ai,s037,architecture,GPT-4
1457,human,s037,trust,Rebecca
1458,human,s037,love,Gregory
1459,ai,s037,cultural_celebrations,ChatGPT
1460,human,s037,cooking,Rebecca
1461,ai,s037,loneliness,GPT-4
1462,human,s037,music,Gregory
1463,ai,s037,movies,ChatGPT
1464,ai,s037,podcasts,ChatGPT
1465,ai,s037,technology,GPT-4
1466,human,s037,travel,Rebecca
1467,human,s037,seasons,Gregory
1468,human,s037,forgiveness,Rebecca
1469,human,s037,teamwork,Gregory
1470,ai,s037,communication,GPT-4
1471,ai,s037,work_life,ChatGPT
1472,human,s037,family,Gregory
1473,human,s037,boundaries,Rebecca
1474,ai,s037,goals,ChatGPT
1475,ai,s037,gardening,GPT-4
1476,ai,s037,weather,ChatGPT
1477,ai,s037,social_media,GPT-4
1478,human,s037,food,Rebecca
1479,human,s037,fashion,Gregory
1480,human,s038,nature,Rebecca
1481,ai,s038,childhood_memories,ChatGPT
1482,ai,s038,cars,GPT-4
1483,human,s038,space,Gregory
1484,ai,s038,hobbies,GPT-4
1485,ai,s038,photography,ChatGPT
1486,human,s038,friendship,Gregory
1487,human,s038,conflict,Rebecca
1488,human,s038,empathy,Rebecca
1489,human,s038,books,Gregory
1490,ai,s038,networks,ChatGPT
1491,ai,s038,sports,GPT-4
1492,ai,s038,exercise,ChatGPT
1493,human,s038,role_models,Gregory
1494,human,s038,art,Rebecca
1495,ai,s038,mentorship,GPT-4
1496,human,s038,architecture,Rebecca
1497,ai,s038,cooking,GPT-4
1498,ai,s038,movies,ChatGPT
1499,human,s038,music,Gregory
1500,human,s038,love,Gregory
1501,ai,s038,cultural_celebrations,ChatGPT
1502,ai,s038,trust,GPT-4
1503,human,s038,loneliness,Rebecca
1504,ai,s038,communication,GPT-4
1505,ai,s038,work_life,ChatGPT
1506,human,s038,forgiveness,Gregory
1507,human,s038,teamwork,Rebecca
1508,human,s038,travel,Gregory
1509,ai,s038,podcasts,GPT-4
1510,human,s038,seasons,Rebecca
1511,ai,s038,technology,ChatGPT
1512,human,s038,gardening,Gregory
1513,human,s038,food,Rebecca
1514,ai,s038,social_media,GPT-4
1515,ai,s038,boundaries,ChatGPT
1516,ai,s038,weather,GPT-4
1517,human,s038,family,Gregory
1518,human,s038,goals,Rebecca
1519,ai,s038,fashion,ChatGPT
1520,human,s039,space,Rebecca
1521,human,s039,hobbies,Gregory
1522,ai,s039,friendship,ChatGPT
1523,ai,s039,photography,GPT-4
1524,ai,s039,conflict,GPT-4
1525,human,s039,childhood_memories,Rebecca
1526,human,s039,nature,Gregory
1527,ai,s039,cars,ChatGPT
1528,human,s039,books,Rebecca
1529,ai,s039,empathy,ChatGPT
1530,human,s039,sports,Gregory
1531,ai,s039,exercise,GPT-4
1532,ai,s039,role_models,GPT-4
1533,ai,s039,art,ChatGPT
1534,human,s039,networks,Rebecca
1535,human,s039,mentorship,Gregory
1536,ai,s039,music,ChatGPT
1537,human,s039,love,Rebecca
1538,human,s039,cooking,Gregory
1539,ai,s039,movies,GPT-4
1540,ai,s039,trust,GPT-4
1541,human,s039,architecture,Rebecca
1542,human,s039,cultural_celebrations,Gregory
1543,ai,s039,loneliness,ChatGPT
1544,human,s039,podcasts,Rebecca
1545,human,s039,forgiveness,Gregory
1546,ai,s039,communication,GPT-4
1547,ai,s039,technology,ChatGPT
1548,human,s039,travel,Gregory
1549,ai,s039,teamwork,ChatGPT
1550,human,s039,work_life,Rebecca
1551,ai,s039,seasons,GPT-4
1552,ai,s039,social_media,ChatGPT
1553,human,s039,weather,Gregory
1554,ai,s039,fashion,GPT-4
1555,human,s039,food,Rebecca
1556,ai,s039,goals,GPT-4
1557,human,s039,family,Rebecca
1558,ai,s039,gardening,ChatGPT
1559,human,s039,boundaries,Gregory
1560,ai,s040,hobbies,GPT-4
1561,ai,s040,cars,ChatGPT
1562,human,s040,space,Rebecca
1563,human,s040,photography,Gregory
1564,ai,s040,conflict,ChatGPT
1565,ai,s040,nature,GPT-4
1566,human,s040,childhood_memories,Rebecca
1567,human,s040,friendship,Gregory
1568,human,s040,exercise,Rebecca
1569,human,s040,networks,Gregory
1570,ai,s040,mentorship,GPT-4
1571,ai,s040,role_models,ChatGPT
1572,human,s040,art,Gregory
1573,human,s040,empathy,Rebecca
1574,ai,s040,sports,GPT-4
1575,ai,s040,books,ChatGPT
1576,human,s040,movies,Gregory
1577,ai,s040,cooking,GPT-4
1578,ai,s040,trust,ChatGPT
1579,human,s040,music,Rebecca
1580,human,s040,loneliness,Gregory
1581,human,s040,cultural_celebrations,Rebecca
1582,ai,s040,love,GPT-4
1583,ai,s040,architecture,ChatGPT
1584,human,s040,work_life,Gregory
