Subject,Condition,topic,Social_Type,ToM_Count
s023,bot,cultural_celebrations,social,0
s023,bot,exercise,nonsocial,0
s023,bot,family,social,1
s023,bot,fashion,nonsocial,2
s023,bot,food,nonsocial,0
s023,bot,forgiveness,social,0
s023,bot,hobbies,social,0
s023,bot,loneliness,social,1
s023,bot,mentorship,social,0
s023,bot,movies,nonsocial,0
s023,bot,photography,nonsocial,0
s023,bot,podcasts,nonsocial,2
s023,bot,role_models,social,0
s023,bot,teamwork,social,0
s023,bot,technology,nonsocial,0
s023,hum,architecture,nonsocial,1
s023,hum,books,nonsocial,1
s023,hum,childhood_memories,social,1
s023,hum,communication,social,0
s023,hum,empathy,social,0
s023,hum,friendship,social,1
s023,hum,gardening,nonsocial,1
s023,hum,goals,social,0
s023,hum,love,social,2
s023,hum,music,nonsocial,0
s023,hum,nature,nonsocial,0
s023,hum,networks,social,0
s023,hum,seasons,nonsocial,0
s023,hum,social_media,social,2
s023,hum,space,nonsocial,0
s023,hum,sports,nonsocial,1
s023,hum,travel,nonsocial,1
s023,hum,trust,social,2
s023,hum,weather,nonsocial,0
s023,hum,work_life,social,0
s024,bot,architecture,nonsocial,0
s024,bot,art,nonsocial,0
s024,bot,boundaries,social,0
s024,bot,conflict,social,0
s024,bot,cultural_celebrations,social,0
s024,bot,exercise,nonsocial,0
s024,bot,family,social,0
s024,bot,fashion,nonsocial,0
s024,bot,forgiveness,social,0
s024,bot,friendship,social,1
s024,bot,gardening,nonsocial,0
s024,bot,loneliness,social,0
s024,bot,mentorship,social,0
s024,bot,movies,nonsocial,0
s024,bot,nature,nonsocial,0
s024,bot,networks,social,0
s024,bot,photography,nonsocial,0
s024,bot,seasons,nonsocial,0
s024,bot,technology,nonsocial,0
s024,bot,work_life,social,1
s024,hum,books,nonsocial,0
s024,hum,cars,nonsocial,0
s024,hum,childhood_memories,social,1
s024,hum,communication,social,0
s024,hum,cooking,nonsocial,0
s024,hum,empathy,social,0
s024,hum,food,nonsocial,1
s024,hum,goals,social,0
s024,hum,hobbies,social,0
s024,hum,love,social,0
s024,hum,music,nonsocial,0
s024,hum,podcasts,nonsocial,0
s024,hum,role_models,social,0
s024,hum,social_media,social,0
s024,hum,space,nonsocial,1
s024,hum,sports,nonsocial,2
s024,hum,teamwork,social,0
s024,hum,travel,nonsocial,1
s024,hum,trust,social,1
s024,hum,weather,nonsocial,0
s025,bot,architecture,nonsocial,0
s025,bot,art,nonsocial,0
s025,bot,books,nonsocial,0
s025,bot,boundaries,social,0
s025,bot,conflict,social,0
s025,bot,empathy,social,0
s025,bot,fashion,nonsocial,1
s025,bot,forgiveness,social,0
s025,bot,gardening,nonsocial,0
s025,bot,goals,social,0
s025,bot,hobbies,social,1
s025,bot,loneliness,social,1
s025,bot,love,social,0
s025,bot,mentorship,social,0
s025,bot,music,nonsocial,0
s025,bot,nature,nonsocial,0
s025,bot,podcasts,nonsocial,2
s025,bot,seasons,nonsocial,0
s025,bot,space,nonsocial,0
s025,bot,teamwork,social,0
s025,hum,cars,nonsocial,0
s025,hum,childhood_memories,social,1
s025,hum,communication,social,0
s025,hum,cooking,nonsocial,0
s025,hum,cultural_celebrations,social,0
s025,hum,exercise,nonsocial,0
s025,hum,family,social,0
s025,hum,food,nonsocial,0
s025,hum,friendship,social,1
s025,hum,movies,nonsocial,1
s025,hum,networks,social,2
s025,hum,photography,nonsocial,0
s025,hum,role_models,social,1
s025,hum,social_media,social,1
s025,hum,sports,nonsocial,1
s025,hum,technology,nonsocial,2
s025,hum,travel,nonsocial,0
s025,hum,trust,social,0
s025,hum,weather,nonsocial,0
s025,hum,work_life,social,0
s026,bot,architecture,nonsocial,1
s026,bot,art,nonsocial,0
s026,bot,books,nonsocial,0
s026,bot,boundaries,social,1
s026,bot,cars,nonsocial,0
s026,bot,communication,social,1
s026,bot,conflict,social,0
s026,bot,family,social,0
s026,bot,food,nonsocial,0
s026,bot,friendship,social,2
s026,bot,loneliness,social,2
s026,bot,love,social,1
s026,bot,music,nonsocial,0
s026,bot,nature,nonsocial,1
s026,bot,networks,social,0
s026,bot,role_models,social,0
s026,bot,seasons,nonsocial,0
s026,bot,teamwork,social,0
s026,bot,travel,nonsocial,0
s026,bot,weather,nonsocial,0
s026,hum,childhood_memories,social,1
s026,hum,cooking,nonsocial,0
s026,hum,cultural_celebrations,social,0
s026,hum,empathy,social,0
s026,hum,exercise,nonsocial,0
s026,hum,fashion,nonsocial,2
s026,hum,forgiveness,social,0
s026,hum,gardening,nonsocial,0
s026,hum,goals,social,0
s026,hum,hobbies,social,0
s026,hum,mentorship,social,0
s026,hum,movies,nonsocial,1
s026,hum,photography,nonsocial,0
s026,hum,podcasts,nonsocial,0
s026,hum,social_media,social,1
s026,hum,space,nonsocial,0
s026,hum,sports,nonsocial,1
s026,hum,technology,nonsocial,0
s026,hum,trust,social,1
s026,hum,work_life,social,0
s027,bot,books,nonsocial,0
s027,bot,boundaries,social,1
s027,bot,conflict,social,0
s027,bot,cooking,nonsocial,0
s027,bot,food,nonsocial,0
s027,bot,goals,social,0
s027,bot,hobbies,social,0
s027,bot,loneliness,social,0
s027,bot,love,social,1
s027,bot,mentorship,social,0
s027,bot,music,nonsocial,1
s027,bot,nature,nonsocial,1
s027,bot,photography,nonsocial,0
s027,bot,podcasts,nonsocial,0
s027,bot,role_models,social,0
s027,bot,sports,nonsocial,0
s027,bot,teamwork,social,0
s027,bot,travel,nonsocial,1
s027,bot,weather,nonsocial,1
s027,bot,work_life,social,0
s027,hum,architecture,nonsocial,0
s027,hum,art,nonsocial,0
s027,hum,cars,nonsocial,0
s027,hum,childhood_memories,social,1
s027,hum,communication,social,0
s027,hum,cultural_celebrations,social,0
s027,hum,empathy,social,0
s027,hum,exercise,nonsocial,0
s027,hum,family,social,0
s027,hum,fashion,nonsocial,2
s027,hum,forgiveness,social,0
s027,hum,friendship,social,2
s027,hum,gardening,nonsocial,1
s027,hum,movies,nonsocial,2
s027,hum,networks,social,1
s027,hum,seasons,nonsocial,0
s027,hum,social_media,social,0
s027,hum,space,nonsocial,1
s027,hum,technology,nonsocial,0
s027,hum,trust,social,0
s028,bot,architecture,nonsocial,0
s028,bot,art,nonsocial,0
s028,bot,communication,social,0
s028,bot,cooking,nonsocial,0
s028,bot,cultural_celebrations,social,0
s028,bot,empathy,social,1
s028,bot,food,nonsocial,0
s028,bot,forgiveness,social,0
s028,bot,friendship,social,2
s028,bot,goals,social,0
s028,bot,hobbies,social,0
s028,bot,love,social,0
s028,bot,nature,nonsocial,0
s028,bot,podcasts,nonsocial,0
s028,bot,role_models,social,0
s028,bot,social_media,social,0
s028,bot,space,nonsocial,0
s028,bot,sports,nonsocial,0
s028,bot,technology,nonsocial,0
s028,bot,weather,nonsocial,0
s028,hum,books,nonsocial,0
s028,hum,boundaries,social,0
s028,hum,cars,nonsocial,1
s028,hum,childhood_memories,social,1
s028,hum,conflict,social,0
s028,hum,exercise,nonsocial,0
s028,hum,family,social,0
s028,hum,fashion,nonsocial,2
s028,hum,gardening,nonsocial,0
s028,hum,loneliness,social,1
s028,hum,mentorship,social,0
s028,hum,movies,nonsocial,2
s028,hum,music,nonsocial,0
s028,hum,networks,social,0
s028,hum,photography,nonsocial,0
s028,hum,seasons,nonsocial,0
s028,hum,teamwork,social,0
s028,hum,travel,nonsocial,0
s028,hum,trust,social,1
s028,hum,work_life,social,0
s029,bot,architecture,nonsocial,1
s029,bot,art,nonsocial,0
s029,bot,communication,social,0
s029,bot,conflict,social,0
s029,bot,cultural_celebrations,social,0
s029,bot,exercise,nonsocial,0
s029,bot,fashion,nonsocial,0
s029,bot,gardening,nonsocial,1
s029,bot,goals,social,0
s029,bot,hobbies,social,0
s029,bot,mentorship,social,1
s029,bot,music,nonsocial,0
s029,bot,networks,social,0
s029,bot,photography,nonsocial,0
s029,bot,seasons,nonsocial,0
s029,bot,social_media,social,0
s029,bot,space,nonsocial,0
s029,bot,teamwork,social,0
s029,bot,technology,nonsocial,0
s029,bot,trust,social,1
s029,hum,books,nonsocial,0
s029,hum,boundaries,social,0
s029,hum,cars,nonsocial,0
s029,hum,childhood_memories,social,1
s029,hum,cooking,nonsocial,0
s029,hum,empathy,social,0
s029,hum,family,social,0
s029,hum,food,nonsocial,1
s029,hum,forgiveness,social,1
s029,hum,friendship,social,2
s029,hum,loneliness,social,1
s029,hum,love,social,0
s029,hum,movies,nonsocial,2
s029,hum,nature,nonsocial,0
s029,hum,podcasts,nonsocial,0
s029,hum,role_models,social,0
s029,hum,sports,nonsocial,0
s029,hum,travel,nonsocial,1
s029,hum,weather,nonsocial,0
s029,hum,work_life,social,0
s030,bot,architecture,nonsocial,1
s030,bot,books,nonsocial,0
s030,bot,cars,nonsocial,0
s030,bot,conflict,social,0
s030,bot,cultural_celebrations,social,0
s030,bot,exercise,nonsocial,0
s030,bot,family,social,0
s030,bot,food,nonsocial,0
s030,bot,gardening,nonsocial,0
s030,bot,goals,social,0
s030,bot,hobbies,social,0
s030,bot,loneliness,social,1
s030,bot,mentorship,social,0
s030,bot,movies,nonsocial,0
s030,bot,networks,social,0
s030,bot,photography,nonsocial,1
s030,bot,podcasts,nonsocial,0
s030,bot,teamwork,social,0
s030,bot,travel,nonsocial,0
s030,bot,work_life,social,0
s030,hum,art,nonsocial,1
s030,hum,boundaries,social,0
s030,hum,childhood_memories,social,1
s030,hum,communication,social,0
s030,hum,cooking,nonsocial,0
s030,hum,empathy,social,0
s030,hum,fashion,nonsocial,1
s030,hum,forgiveness,social,3
s030,hum,friendship,social,1
s030,hum,love,social,4
s030,hum,music,nonsocial,0
s030,hum,nature,nonsocial,1
s030,hum,role_models,social,1
s030,hum,seasons,nonsocial,0
s030,hum,social_media,social,0
s030,hum,space,nonsocial,0
s030,hum,sports,nonsocial,1
s030,hum,technology,nonsocial,0
s030,hum,trust,social,1
s030,hum,weather,nonsocial,1
s031,bot,art,nonsocial,0
s031,bot,books,nonsocial,1
s031,bot,childhood_memories,social,0
s031,bot,cooking,nonsocial,0
s031,bot,cultural_celebrations,social,0
s031,bot,food,nonsocial,0
s031,bot,forgiveness,social,0
s031,bot,friendship,social,2
s031,bot,goals,social,0
s031,bot,loneliness,social,0
s031,bot,mentorship,social,0
s031,bot,movies,nonsocial,0
s031,bot,nature,nonsocial,0
s031,bot,photography,nonsocial,0
s031,bot,podcasts,nonsocial,1
s031,bot,role_models,social,0
s031,bot,social_media,social,0
s031,bot,teamwork,social,0
s031,bot,technology,nonsocial,1
s031,bot,weather,nonsocial,0
s031,hum,architecture,nonsocial,0
s031,hum,boundaries,social,0
s031,hum,cars,nonsocial,0
s031,hum,communication,social,1
s031,hum,conflict,social,0
s031,hum,empathy,social,1
s031,hum,exercise,nonsocial,0
s031,hum,family,social,0
s031,hum,fashion,nonsocial,0
s031,hum,gardening,nonsocial,0
s031,hum,hobbies,social,0
s031,hum,love,social,1
s031,hum,music,nonsocial,0
s031,hum,networks,social,0
s031,hum,seasons,nonsocial,0
s031,hum,space,nonsocial,2
s031,hum,sports,nonsocial,0
s031,hum,travel,nonsocial,0
s031,hum,trust,social,0
s031,hum,work_life,social,0
s032,bot,art,nonsocial,0
s032,bot,childhood_memories,social,0
s032,bot,communication,social,1
s032,bot,conflict,social,0
s032,bot,cooking,nonsocial,0
s032,bot,cultural_celebrations,social,1
s032,bot,exercise,nonsocial,0
s032,bot,family,social,0
s032,bot,fashion,nonsocial,1
s032,bot,forgiveness,social,0
s032,bot,gardening,nonsocial,0
s032,bot,mentorship,social,0
s032,bot,music,nonsocial,0
s032,bot,nature,nonsocial,1
s032,bot,podcasts,nonsocial,0
s032,bot,role_models,social,0
s032,bot,seasons,nonsocial,0
s032,bot,social_media,social,0
s032,bot,space,nonsocial,0
s032,bot,trust,social,1
s032,hum,architecture,nonsocial,0
s032,hum,books,nonsocial,1
s032,hum,boundaries,social,0
s032,hum,cars,nonsocial,0
s032,hum,empathy,social,0
s032,hum,food,nonsocial,1
s032,hum,friendship,social,1
s032,hum,goals,social,0
s032,hum,hobbies,social,0
s032,hum,loneliness,social,2
s032,hum,love,social,1
s032,hum,movies,nonsocial,0
s032,hum,networks,social,0
s032,hum,photography,nonsocial,1
s032,hum,sports,nonsocial,2
s032,hum,teamwork,social,0
s032,hum,technology,nonsocial,0
s032,hum,travel,nonsocial,0
s032,hum,weather,nonsocial,0
s032,hum,work_life,social,0
s033,bot,architecture,nonsocial,1
s033,bot,art,nonsocial,0
s033,bot,cars,nonsocial,0
s033,bot,childhood_memories,social,0
s033,bot,cooking,nonsocial,0
s033,bot,family,social,0
s033,bot,forgiveness,social,0
s033,bot,gardening,nonsocial,0
s033,bot,goals,social,1
s033,bot,hobbies,social,1
s033,bot,loneliness,social,0
s033,bot,love,social,1
s033,bot,mentorship,social,0
s033,bot,role_models,social,0
s033,bot,space,nonsocial,2
s033,bot,sports,nonsocial,0
s033,bot,teamwork,social,0
s033,bot,technology,nonsocial,0
s033,bot,travel,nonsocial,0
s033,bot,weather,nonsocial,0
s033,hum,books,nonsocial,1
s033,hum,boundaries,social,1
s033,hum,communication,social,0
s033,hum,conflict,social,0
s033,hum,cultural_celebrations,social,0
s033,hum,empathy,social,0
s033,hum,exercise,nonsocial,0
s033,hum,fashion,nonsocial,1
s033,hum,food,nonsocial,0
s033,hum,friendship,social,3
s033,hum,movies,nonsocial,2
s033,hum,music,nonsocial,0
s033,hum,nature,nonsocial,0
s033,hum,networks,social,0
s033,hum,photography,nonsocial,0
s033,hum,podcasts,nonsocial,1
s033,hum,seasons,nonsocial,0
s033,hum,social_media,social,4
s033,hum,trust,social,0
s033,hum,work_life,social,0
s034,bot,art,nonsocial,1
s034,bot,books,nonsocial,0
s034,bot,cooking,nonsocial,0
s034,bot,family,social,0
s034,bot,food,nonsocial,0
s034,bot,forgiveness,social,0
s034,bot,friendship,social,1
s034,bot,gardening,nonsocial,0
s034,bot,goals,social,0
s034,bot,hobbies,social,0
s034,bot,love,social,1
s034,bot,mentorship,social,0
s034,bot,movies,nonsocial,0
s034,bot,nature,nonsocial,0
s034,bot,photography,nonsocial,0
s034,bot,role_models,social,0
s034,bot,seasons,nonsocial,0
s034,bot,teamwork,social,0
s034,bot,travel,nonsocial,0
s034,bot,trust,social,1
s034,hum,architecture,nonsocial,1
s034,hum,boundaries,social,0
s034,hum,cars,nonsocial,0
s034,hum,childhood_memories,social,1
s034,hum,communication,social,0
s034,hum,conflict,social,0
s034,hum,cultural_celebrations,social,0
s034,hum,empathy,social,3
s034,hum,exercise,nonsocial,0
s034,hum,fashion,nonsocial,1
s034,hum,loneliness,social,0
s034,hum,music,nonsocial,0
s034,hum,networks,social,0
s034,hum,podcasts,nonsocial,0
s034,hum,social_media,social,1
s034,hum,space,nonsocial,1
s034,hum,sports,nonsocial,2
s034,hum,technology,nonsocial,0
s034,hum,weather,nonsocial,0
s034,hum,work_life,social,0
s035,bot,architecture,nonsocial,0
s035,bot,art,nonsocial,0
s035,bot,childhood_memories,social,0
s035,bot,cooking,nonsocial,0
s035,bot,exercise,nonsocial,0
s035,bot,family,social,0
s035,bot,food,nonsocial,0
s035,bot,forgiveness,social,0
s035,bot,friendship,social,2
s035,bot,gardening,nonsocial,0
s035,bot,goals,social,0
s035,bot,loneliness,social,1
s035,bot,mentorship,social,1
s035,bot,nature,nonsocial,1
s035,bot,networks,social,0
s035,bot,photography,nonsocial,1
s035,bot,podcasts,nonsocial,0
s035,bot,seasons,nonsocial,0
s035,bot,teamwork,social,0
s035,bot,trust,social,1
s035,hum,books,nonsocial,0
s035,hum,boundaries,social,0
s035,hum,cars,nonsocial,0
s035,hum,communication,social,0
s035,hum,conflict,social,0
s035,hum,cultural_celebrations,social,0
s035,hum,empathy,social,2
s035,hum,fashion,nonsocial,1
s035,hum,hobbies,social,0
s035,hum,love,social,0
s035,hum,movies,nonsocial,1
s035,hum,music,nonsocial,0
s035,hum,role_models,social,0
s035,hum,social_media,social,1
s035,hum,space,nonsocial,0
s035,hum,sports,nonsocial,3
s035,hum,technology,nonsocial,2
s035,hum,travel,nonsocial,1
s035,hum,weather,nonsocial,0
s035,hum,work_life,social,0
s036,bot,cars,nonsocial,0
s036,bot,childhood_memories,social,0
s036,bot,communication,social,0
s036,bot,cooking,nonsocial,0
s036,bot,cultural_celebrations,social,0
s036,bot,exercise,nonsocial,0
s036,bot,fashion,nonsocial,0
s036,bot,goals,social,0
s036,bot,hobbies,social,0
s036,bot,music,nonsocial,0
s036,bot,networks,social,1
s036,bot,role_models,social,0
s036,bot,seasons,nonsocial,0
s036,bot,social_media,social,1
s036,bot,space,nonsocial,0
s036,bot,sports,nonsocial,1
s036,bot,teamwork,social,0
s036,bot,travel,nonsocial,1
s036,bot,trust,social,1
s036,bot,weather,nonsocial,0
s036,hum,architecture,nonsocial,0
s036,hum,art,nonsocial,0
s036,hum,books,nonsocial,0
s036,hum,boundaries,social,0
s036,hum,conflict,social,0
s036,hum,empathy,social,0
s036,hum,family,social,0
s036,hum,food,nonsocial,0
s036,hum,forgiveness,social,1
s036,hum,friendship,social,2
s036,hum,gardening,nonsocial,0
s036,hum,loneliness,social,3
s036,hum,love,social,0
s036,hum,mentorship,social,0
s036,hum,movies,nonsocial,1
s036,hum,nature,nonsocial,2
s036,hum,photography,nonsocial,0
s036,hum,podcasts,nonsocial,1
s036,hum,technology,nonsocial,0
s036,hum,work_life,social,0
s037,bot,architecture,nonsocial,0
s037,bot,books,nonsocial,1
s037,bot,childhood_memories,social,0
s037,bot,communication,social,0
s037,bot,conflict,social,0
s037,bot,cultural_celebrations,social,0
s037,bot,gardening,nonsocial,0
s037,bot,goals,social,0
s037,bot,loneliness,social,1
s037,bot,mentorship,social,1
s037,bot,movies,nonsocial,0
s037,bot,nature,nonsocial,0
s037,bot,podcasts,nonsocial,0
s037,bot,role_models,social,0
s037,bot,social_media,social,0
s037,bot,space,nonsocial,0
s037,bot,sports,nonsocial,0
s037,bot,technology,nonsocial,0
s037,bot,weather,nonsocial,0
s037,bot,work_life,social,0
s037,hum,art,nonsocial,0
s037,hum,boundaries,social,0
s037,hum,cars,nonsocial,2
s037,hum,cooking,nonsocial,0
s037,hum,empathy,social,1
s037,hum,exercise,nonsocial,1
s037,hum,family,social,0
s037,hum,fashion,nonsocial,0
s037,hum,food,nonsocial,0
s037,hum,forgiveness,social,0
s037,hum,friendship,social,2
s037,hum,hobbies,social,0
s037,hum,love,social,2
s037,hum,music,nonsocial,1
s037,hum,networks,social,1
s037,hum,photography,nonsocial,1
s037,hum,seasons,nonsocial,0
s037,hum,teamwork,social,1
s037,hum,travel,nonsocial,1
s037,hum,trust,social,1
s038,bot,boundaries,social,0
s038,bot,cars,nonsocial,0
s038,bot,childhood_memories,social,0
s038,bot,communication,social,1
s038,bot,cooking,nonsocial,0
s038,bot,cultural_celebrations,social,0
s038,bot,exercise,nonsocial,0
s038,bot,fashion,nonsocial,0
s038,bot,hobbies,social,0
s038,bot,mentorship,social,1
s038,bot,movies,nonsocial,1
s038,bot,networks,social,1
s038,bot,photography,nonsocial,0
s038,bot,podcasts,nonsocial,0
s038,bot,social_media,social,0
s038,bot,sports,nonsocial,1
s038,bot,technology,nonsocial,0
s038,bot,trust,social,1
s038,bot,weather,nonsocial,0
s038,bot,work_life,social,0
s038,hum,architecture,nonsocial,0
s038,hum,art,nonsocial,1
s038,hum,books,nonsocial,1
s038,hum,conflict,social,0
s038,hum,empathy,social,0
s038,hum,family,social,0
s038,hum,food,nonsocial,0
s038,hum,forgiveness,social,0
s038,hum,friendship,social,1
s038,hum,gardening,nonsocial,1
s038,hum,goals,social,0
s038,hum,loneliness,social,1
s038,hum,love,social,0
s038,hum,music,nonsocial,0
s038,hum,nature,nonsocial,0
s038,hum,role_models,social,0
s038,hum,seasons,nonsocial,0
s038,hum,space,nonsocial,0
s038,hum,teamwork,social,0
s038,hum,travel,nonsocial,1
s039,bot,art,nonsocial,0
s039,bot,cars,nonsocial,0
s039,bot,communication,social,1
s039,bot,conflict,social,1
s039,bot,empathy,social,1
s039,bot,exercise,nonsocial,0
s039,bot,fashion,nonsocial,1
s039,bot,friendship,social,3
s039,bot,gardening,nonsocial,1
s039,bot,goals,social,1
s039,bot,loneliness,social,0
s039,bot,movies,nonsocial,1
s039,bot,music,nonsocial,0
s039,bot,photography,nonsocial,0
s039,bot,role_models,social,0
s039,bot,seasons,nonsocial,1
s039,bot,social_media,social,0
s039,bot,teamwork,social,0
s039,bot,technology,nonsocial,0
s039,bot,trust,social,1
s039,hum,architecture,nonsocial,0
s039,hum,books,nonsocial,1
s039,hum,boundaries,social,0
s039,hum,childhood_memories,social,1
s039,hum,cooking,nonsocial,0
s039,hum,cultural_celebrations,social,0
s039,hum,family,social,0
s039,hum,food,nonsocial,0
s039,hum,forgiveness,social,2
s039,hum,hobbies,social,0
s039,hum,love,social,1
s039,hum,mentorship,social,0
s039,hum,nature,nonsocial,2
s039,hum,networks,social,0
s039,hum,podcasts,nonsocial,1
s039,hum,space,nonsocial,0
s039,hum,sports,nonsocial,1
s039,hum,travel,nonsocial,0
s039,hum,weather,nonsocial,0
s039,hum,work_life,social,0
s040,bot,architecture,nonsocial,0
s040,bot,books,nonsocial,0
s040,bot,cars,nonsocial,0
s040,bot,communication,social,1
s040,bot,conflict,social,0
s040,bot,cooking,nonsocial,0
s040,bot,family,social,0
s040,bot,fashion,nonsocial,0
s040,bot,hobbies,social,0
s040,bot,love,social,1
s040,bot,mentorship,social,3
s040,bot,nature,nonsocial,0
s040,bot,role_models,social,0
s040,bot,seasons,nonsocial,0
s040,bot,social_media,social,0
s040,bot,sports,nonsocial,0
s040,bot,teamwork,social,0
s040,bot,technology,nonsocial,0
s040,bot,trust,social,0
s040,bot,weather,nonsocial,0
s040,hum,art,nonsocial,0
s040,hum,boundaries,social,0
s040,hum,childhood_memories,social,1
s040,hum,cultural_celebrations,social,0
s040,hum,empathy,social,0
s040,hum,exercise,nonsocial,0
s040,hum,food,nonsocial,0
s040,hum,forgiveness,social,0
s040,hum,friendship,social,2
s040,hum,gardening,nonsocial,0
s040,hum,goals,social,0
s040,hum,loneliness,social,2
s040,hum,movies,nonsocial,0
s040,hum,music,nonsocial,0
s040,hum,networks,social,0
s040,hum,photography,nonsocial,1
s040,hum,podcasts,nonsocial,0
s040,hum,space,nonsocial,0
s040,hum,travel,nonsocial,1
s040,hum,work_life,social,0
s041,bot,architecture,nonsocial,1
s041,bot,books,nonsocial,1
s041,bot,boundaries,social,1
s041,bot,communication,social,0
s041,bot,conflict,social,0
s041,bot,exercise,nonsocial,0
s041,bot,family,social,0
s041,bot,food,nonsocial,0
s041,bot,friendship,social,1
s041,bot,gardening,nonsocial,0
s041,bot,loneliness,social,4
s041,bot,mentorship,social,0
s041,bot,movies,nonsocial,0
s041,bot,photography,nonsocial,0
s041,bot,podcasts,nonsocial,0
s041,bot,role_models,social,1
s041,bot,space,nonsocial,0
s041,bot,technology,nonsocial,0
s041,bot,trust,social,1
s041,bot,work_life,social,0
s041,hum,art,nonsocial,0
s041,hum,cars,nonsocial,2
s041,hum,childhood_memories,social,1
s041,hum,cooking,nonsocial,0
s041,hum,cultural_celebrations,social,0
s041,hum,empathy,social,1
s041,hum,fashion,nonsocial,1
s041,hum,forgiveness,social,0
s041,hum,goals,social,0
s041,hum,hobbies,social,0
s041,hum,love,social,0
s041,hum,music,nonsocial,0
s041,hum,nature,nonsocial,0
s041,hum,networks,social,0
s041,hum,seasons,nonsocial,0
s041,hum,social_media,social,0
s041,hum,sports,nonsocial,1
s041,hum,teamwork,social,0
s041,hum,travel,nonsocial,1
s041,hum,weather,nonsocial,0
s042,bot,art,nonsocial,0
s042,bot,cars,nonsocial,0
s042,bot,communication,social,1
s042,bot,cooking,nonsocial,0
s042,bot,cultural_celebrations,social,0
s042,bot,empathy,social,1
s042,bot,family,social,0
s042,bot,friendship,social,2
s042,bot,gardening,nonsocial,0
s042,bot,goals,social,0
s042,bot,hobbies,social,0
s042,bot,loneliness,social,0
s042,bot,movies,nonsocial,0
s042,bot,networks,social,0
s042,bot,photography,nonsocial,0
s042,bot,seasons,nonsocial,0
s042,bot,sports,nonsocial,0
s042,bot,technology,nonsocial,0
s042,bot,weather,nonsocial,0
s042,bot,work_life,social,0
s042,hum,architecture,nonsocial,1
s042,hum,books,nonsocial,0
s042,hum,boundaries,social,1
s042,hum,childhood_memories,social,1
s042,hum,conflict,social,0
s042,hum,exercise,nonsocial,0
s042,hum,fashion,nonsocial,1
s042,hum,food,nonsocial,0
s042,hum,forgiveness,social,1
s042,hum,love,social,0
s042,hum,mentorship,social,0
s042,hum,music,nonsocial,0
s042,hum,nature,nonsocial,0
s042,hum,podcasts,nonsocial,1
s042,hum,role_models,social,0
s042,hum,social_media,social,0
s042,hum,space,nonsocial,0
s042,hum,teamwork,social,0
s042,hum,travel,nonsocial,1
s042,hum,trust,social,0
s043,bot,architecture,nonsocial,0
s043,bot,books,nonsocial,0
s043,bot,communication,social,0
s043,bot,cooking,nonsocial,0
s043,bot,cultural_celebrations,social,0
s043,bot,exercise,nonsocial,0
s043,bot,food,nonsocial,1
s043,bot,friendship,social,1
s043,bot,goals,social,0
s043,bot,hobbies,social,0
s043,bot,nature,nonsocial,1
s043,bot,networks,social,1
s043,bot,podcasts,nonsocial,0
s043,bot,role_models,social,0
s043,bot,social_media,social,0
s043,bot,space,nonsocial,0
s043,bot,teamwork,social,0
s043,bot,technology,nonsocial,1
s043,bot,trust,social,1
s043,bot,weather,nonsocial,0
s043,hum,art,nonsocial,1
s043,hum,boundaries,social,0
s043,hum,cars,nonsocial,0
s043,hum,childhood_memories,social,1
s043,hum,conflict,social,0
s043,hum,empathy,social,3
s043,hum,family,social,0
s043,hum,fashion,nonsocial,2
s043,hum,forgiveness,social,0
s043,hum,gardening,nonsocial,0
s043,hum,loneliness,social,0
s043,hum,love,social,2
s043,hum,mentorship,social,1
s043,hum,movies,nonsocial,0
s043,hum,music,nonsocial,1
s043,hum,photography,nonsocial,1
s043,hum,seasons,nonsocial,0
s043,hum,sports,nonsocial,1
s043,hum,travel,nonsocial,1
s043,hum,work_life,social,0
s044,bot,architecture,nonsocial,0
s044,bot,art,nonsocial,0
s044,bot,books,nonsocial,0
s044,bot,boundaries,social,0
s044,bot,childhood_memories,social,0
s044,bot,cultural_celebrations,social,0
s044,bot,fashion,nonsocial,1
s044,bot,food,nonsocial,0
s044,bot,forgiveness,social,1
s044,bot,friendship,social,0
s044,bot,goals,social,0
s044,bot,love,social,1
s044,bot,movies,nonsocial,0
s044,bot,nature,nonsocial,0
s044,bot,networks,social,0
s044,bot,photography,nonsocial,0
s044,bot,role_models,social,0
s044,bot,seasons,nonsocial,0
s044,bot,travel,nonsocial,0
s044,bot,work_life,social,0
s044,hum,cars,nonsocial,1
s044,hum,communication,social,0
s044,hum,conflict,social,0
s044,hum,cooking,nonsocial,0
s044,hum,empathy,social,1
s044,hum,exercise,nonsocial,1
s044,hum,family,social,0
s044,hum,gardening,nonsocial,0
s044,hum,hobbies,social,0
s044,hum,loneliness,social,1
s044,hum,mentorship,social,0
s044,hum,music,nonsocial,0
s044,hum,podcasts,nonsocial,0
s044,hum,social_media,social,1
s044,hum,space,nonsocial,0
s044,hum,sports,nonsocial,2
s044,hum,teamwork,social,0
s044,hum,technology,nonsocial,0
s044,hum,trust,social,1
s044,hum,weather,nonsocial,0
s045,bot,architecture,nonsocial,1
s045,bot,books,nonsocial,0
s045,bot,boundaries,social,0
s045,bot,communication,social,0
s045,bot,cooking,nonsocial,0
s045,bot,cultural_celebrations,social,0
s045,bot,family,social,0
s045,bot,friendship,social,3
s045,bot,gardening,nonsocial,0
s045,bot,hobbies,social,0
s045,bot,nature,nonsocial,0
s045,bot,networks,social,0
